text,intent
what type of calorie numbers are in onions,calories
so what is my current name saved as,user_name
can you get me a table for 6 at mark's at 11am,restaurant_reservation
what's the credit limit on my discovery card,credit_limit
what city were you born in,where_are_you_from
place a hold on my bank account,freeze_account
what ingredients go in a milky way,ingredients_list
can i get a new card,new_card
what is your explanation for the meaning of life,meaning_of_life
is it possible for you to let me know what health plan i'm on,insurance
can you increase my credit limit,credit_limit_change
when's the next time i have to pay the insurance,bill_due
do i need certain shots before flying to eithiopia,vaccines
i need to know how healthy meatloaf is,nutrition_info
where did all my money go this month,spending_history
go ahead and cancel the reservation i made for 6:00 pm at parc,cancel_reservation
what is the name of my health insurance,insurance
what's the amount of time off i've had,pto_used
what is tomorrow's date,date
i can't find my insurance card and i want to report it as lost,report_lost_card
tell when should i get my tires changed next,tire_change
turn volume to the number 4 setting,change_volume
i need new insurance but dont know how to get it,insurance_change
can you cancel,cancel
how shall i find my current location,current_location
set a reminder to go check the mail,reminder_update
ran out of tissues and need you to put an order in for more asap,order
is there a certain type of gas i need to use,gas_type
how busy is jiro at 12 lunch time,how_busy
show me the last five transactions,transactions
"hey, slow down and take your time",change_speed
is traffic bad on my way to the next mcdonalds,traffic
can you tell me what my income will be this week,income
retrieve my current mpg on my car,mpg
inform my bank that i'll be going to europe,travel_notification
is it possible to make reservations in advance for macaroni grill,accept_reservations
how do i apply for a barclay's card,new_card
i'm traveling to fresnosoon and want to inform my bank,travel_notification
how many dollars can i exchange for 5000 rubles,exchange_rate
read my shopping list to me,shopping_list
i'm going to start calling you alice,change_ai_name
what's the purpose of life,meaning_of_life
carry-on restrictions for air emirates,carry_on
my visa card got stolen,report_lost_card
i need my todo list read,todo_list
i'd like to know how many vacation days i have,pto_balance
"where are my bags, not here at the airport",lost_luggage
will you please repeat what you said,repeat
i need to make a reservation for 8 pm at red robin for 3,restaurant_reservation
i am in need of a switch to my insurance plan,insurance_change
is this a computer right now or a human being,are_you_a_bot
can you schedule a meeting with steve for 5,schedule_meeting
how long ago did my car get looked at,last_maintenance
"would you tell me the meaning of life, please",meaning_of_life
how many rewards points do i have for my mastercard,rewards_balance
how do i get to the college by bus,directions
what's the name of this tune,what_song
i need to change your name to ben,change_ai_name
can you give me some suggestions to go site seeing when i get there,travel_suggestion
read my reminders to me,reminder
tell me the credit on my mastercard,credit_limit
remind me of the invoice total for my plumbing bill,bill_balance
i must know my visa card's apr,apr
did i create a task to clean the gutters on my list,todo_list
what are some touristy things to do in boston,travel_suggestion
it seems my luggage was lost,lost_luggage
can i change what you call me,change_user_name
what are the thing i told you to help me remember,reminder
how do i go about setting up direct deposit,direct_deposit
does delta allow more than one carry on when traveling to miami,carry_on
what is my fica score,credit_score
what kind of plug converter is needed in c,plug_type
can you help me with anything i need,what_can_i_ask_you
i'd like to find a place that rents flashy sports cars in tampa,car_rental
tell me how to change the oil in 2014 odyssey,oil_change_how
help me check my visa rewards card,rewards_balance
how many inches and centimeters would i need if i had 10 feet of something,measurement_conversion
"i have had pizza in the fridge since monday, so is it safe to eat",food_last
can i substitute apple juice for wine,ingredient_substitution
how do i jump my car,jump_start
i have to roll over my 401k to a new account and i don't know how,rollover_401k
the reservation i made is not required anymore,cancel_reservation
please take away the fries from the shopping list,shopping_list_update
do you work for me or is that wrong,who_do_you_work_for
i'm going to jamaica next week; am i needing a visa,international_visa
what's the table wait at applebees,how_busy
play the next tune,next_song
can you give me nutritional info on oranges,nutrition_info
do i have any appointments on tuesday,calendar
is everything ok with you,greeting
tell me how good ihop's ratings are,restaurant_reviews
what will the low temperatures be over the weekend,weather
pay my internet bill with my discover account,pay_bill
abort,cancel
i need to know when my card is set to expire please,expiration_date
does france have their own version of a visa,international_visa
i am thankful for your help!,thank_you
how is my vacation request looking,pto_request_status
is there enough fuel to make it to the walmart,gas
do i need to get gas soon,gas
i can not thank you enough,thank_you
you must skip this song and play the next one,next_song
are you a computer or a real person,are_you_a_bot
"flip a coin for me, with you calling heads",flip_coin
what is spanish for hello,translate
is there an easy way to change feet into inches,measurement_conversion
please tell me the time,time
when is my next paycheck due,payday
what company created you,who_made_you
i want you to immediatly block any further activity on my bb&t bank account,freeze_account
can you order me more checks at wells fargo,order_checks
terminate current process,cancel
can i turn on the alarm now,alarm
do i have a car wash scheduled on my to do list,todo_list
when does boarding for my flight begin,flight_status
what should i do with an unusable and damaged card,damaged_card
do you know what this car's mpg is,mpg
there seems to be fraudulent activity,report_fraud
what's the persons name at my door,smart_home
show me my transactions on clothes at macys,transactions
how many days until my amex card reaches it expiration date,expiration_date
how many dollars can i exchange for 10 yen,exchange_rate
go back to the original settings now,reset_settings
can you check and see if my credit card application has been approved or not,application_status
i need to get on a new united healthcare insurance plan,insurance_change
how long has it been since my last auto maintenance,last_maintenance
how much is 500 dollars in pesos,exchange_rate
what is the conversion of inches to centimeters,measurement_conversion
can someone look at my car cause the check engine light is on,schedule_maintenance
is my credit score high,credit_score
do you know when i last took my car in to the shop,last_maintenance
pay the minimum payment for m and t bill,min_payment
on what day do i have to pay my nordstrom bill,bill_due
tell me when i received my last paycheck,payday
inform eric of my current location,share_location
italy's timezone is what,timezone
my card is too scratched up and i need to report it,damaged_card
can you tell me today's date,date
where is your original location,where_are_you_from
make a reminder to do my taxes,reminder_update
can you please lower the volume please,whisper_mode
give me the details on my income,income
how good are the ratings for pizza hut,restaurant_reviews
please cancel my 7:30 reservation for morton's,cancel_reservation
how would i walk to the liberty bell from here,directions
do you know when you were born,how_old_are_you
i think my account is block but i am not sure why,account_blocked
which shots do i need before i go to thailand,vaccines
locate my w-2 form,w2
i want to get a new car insurance plan,insurance_change
what do i need to do to look up my 1st republic account's interest rate,interest_rate
please connect with my phone,sync_device
"what do you do when you're not working, for fun",what_are_your_hobbies
what am i supposed to be doing today,calendar
tell me what amount i have to pay for my directv bill please,bill_balance
help make changes to my insurance policy,insurance_change
i am in need of my w2 for tax reasons; provide me where to get it,w2
can you do a math problem,calculator
i need to know when my oil should be changed,oil_change_when
where did you live previously,where_are_you_from
whats the forecast for the weather,weather
do i already have a task on my todo list to research delaware,todo_list
what's a fun fact about eggs,fun_fact
lock every door on the property,smart_home
the date tomorrow is what,date
will my order be here by saturday,order_status
tell bill and craig where i am,share_location
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation
i didn't catch that so please repeat it,repeat
can you direct me where to find where i am,current_location
how much is left of mastercard,balance
do i need a travel visa to visit canada,international_visa
would you care to let me know where you were made,where_are_you_from
use my phone to dial work,make_call
i need to know this song's name,what_song
start a new text to maureen and tell her i go mom's christmas present,text
where would my w2 be found so i can do my taxes,w2
pull up my recent transactions on my mastercard,transactions
turn on the rap playlist,play_music
do you have any jokes to tell me,tell_joke
how long does cottage cheese keep in the fridge,food_last
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,lost_luggage
report my lost visa card,report_lost_card
tell me when the next holiday arrives,next_holiday
please check and report on my tire pressure,tire_pressure
who can i contact about why check engine light is on,schedule_maintenance
i'm famished so give me some places to eat!,restaurant_suggestion
i would like to apply for a green card,new_card
what do i have on my calendar for monday the 1st of march,calendar
ai stop talking,cancel
add help! by the beatles to my playlist,update_playlist
cheapest fare for flight from tehran to new york on august 1 with return on august 20,book_flight
tell me how many a's are in magical,spelling
"when you go to germany, do you need a special converter for your plugs",plug_type
are there meetings schedules today between noon and one,meeting_schedule
"if i leave now, how long will it take me to drive to cape hatteras",distance
"it seems to be that i have had pizza in the fridge since monday, so is it safe to eat",food_last
what is 3/4 of 18,calculator
what is the protocol for modifying my insurance policy,insurance_change
do you know any fun facts about the ocean,fun_fact
how much on bills to i have to pay,bill_balance
switch to male british accent,change_accent
how much gas do i currently have,gas
i think that's true,yes
give me some options on what to cook for dinner,meal_suggestion
heads or tails please,flip_coin
"please find someone who specializes in cars, my check engine light has turned on",schedule_maintenance
tell me something funny about dogs,tell_joke
search for a flight out of la to chicago on march 3rd for under $500,book_flight
can you tell me if ruby tuesday does reservations,accept_reservations
how long does visa take to get me a new card,replacement_card_duration
alternatives to white wine in food,ingredient_substitution
tell me what kind of gas this car uses,gas_type
what gas does the car need,gas_type
it was good chatting,goodbye
is cleaning the kitchen coming up on my list of things i have to do today,todo_list
does this care use premium gas,gas_type
"now, i need a reservation for backwoods crossing at seven for 6 people",restaurant_reservation
i appreciate what you did,thank_you
ill see you around,goodbye
please tell me my bank of america routing number,routing
i want to change your name to another name,change_ai_name
did i put unpacking groceries on my to do list,todo_list
what do people find funny about food,tell_joke
i need a pto request on march 1 to 2,pto_request
make a reminder to change the cat litter,reminder_update
i want to know a fun fact about pluto,fun_fact
what is the calorie count in a cookie,calories
i would love to know the exchange rate between rubles and pounds,exchange_rate
would i need a tourist visa for brazil,international_visa
i would like to know how much i pay in taxes,taxes
get me italian cuisine dinner suggestions,meal_suggestion
what is the song that's playing,what_song
what can i expect to pay in taxes,taxes
what if i lost my luggage,lost_luggage
"what's the apr on my amex card, please",apr
send money from one account to another,transfer
book me a flight out of la to chicago on march 3rd for under $500,book_flight
i need to report some fraudulent card activity,report_fraud
what's my visa card's credit limit,credit_limit
is it possible to rent a car from new york on 3/2/19 to 3/5/19,car_rental
whats the title of this,what_song
how do i redeem my card points,redeem_rewards
i believe there are fraudulent charges on my card how can i report them,report_fraud
tell me what time my flight ought to be landing,flight_status
what's the direction for foot traffic to get to the eiffel tower,directions
is there a way to go by bus to olympia,directions
how long will it take to reach my doctors office,distance
how old are your pets,do_you_have_pets
where can i see my credit score,credit_score
do i have any remaining pto days,pto_balance
whats the due date for z bill,bill_due
do i really need a plug converter when in london,plug_type
how long can i keep pizza in the freezer for before it goes bad,food_last
i desperately need to rollover my 401k somehow,rollover_401k
do you know what the meaning of life is,meaning_of_life
transfer 100 dollars checking to savings,transfer
how my carry ons does spirit airlines allow me for a flight to dallas,carry_on
who sang this song,what_song
"no, that can't be right",no
do i need to get vaccinations before i go,vaccines
what can i do to improve my credit score,improve_credit_score
what's your favorite hobby,what_are_your_hobbies
on may 12 to may 16 can i get a car from aiken,car_rental
thanks a lot for the answer,thank_you
what is break a leg mean,definition
how do applications for discover cards work,new_card
when was the last time i changed my oil,last_maintenance
how do i handle the situation if i lost my luggage,lost_luggage
how long is it safe to leave a burger in the refrigerator,food_last
could you stop talking for a second,cancel
tell me my usage of vacation days,pto_used
please go back to your factory settings,reset_settings
how do i jump start my car battery,jump_start
is there a certain type of gas i need to use for this car,gas_type
what ingredients do i need to make spaghetti,ingredients_list
can applebees take any reservations,accept_reservations
can you share with me your interpretation of the meaning of life,meaning_of_life
when will my milk be no good,food_last
what is on my to do list,todo_list
what health plan do i have,insurance
who directs your labor,who_do_you_work_for
switch my insurance plan to a new one,insurance_change
can you increase my credit limit to one thousand dollars,credit_limit_change
so when is my flight landing,flight_status
is my vacation approved yet,pto_request_status
schedule a meeting room for friday at 3pm,schedule_meeting
how is water spelled,spelling
i have to go but it was nice talking again!,goodbye
do you know the nutritional info for macaroni and cheese,nutrition_info
is it safe to travel to china,travel_alert
can you translate cat into russian for me,translate
which timezone is england in,timezone
inform me on the directions to jump start my car,jump_start
how can you assist me,what_can_i_ask_you
is walmart going to let me take the vacation time i asked for,pto_request_status
can you give me a vietnamese dinner suggestion,meal_suggestion
clear my calendar for tomorrow,calendar_update
remind me to bring a jacket in tomorrow,reminder_update
how many carry ons can i take on a flight with jet blue to washington dc,carry_on
am i allowed to increase the credit limit on my mastercard,credit_limit_change
catch you around,goodbye
what location were you born in,where_are_you_from
i need new health insurance,insurance_change
at what point will i need another oil change,oil_change_when
what's going on,greeting
i'm so glad you helped me!,thank_you
report the card has been damaged,damaged_card
what's the funniest thing you know about artificial intelligence,tell_joke
what time is it in buenos aires,time
what is the aid i get from these health benefits,insurance
can we wire some money over to the other account i have,transfer
i'm going to start calling you kobe now,change_ai_name
"call my phone, i can't find it",find_phone
can you help me find my lost phone,find_phone
why are we here in life,meaning_of_life
what is the procedure to jump start a car,jump_start
make me a reservation for tomorrow at happys for four,restaurant_reservation
what is the reason for frozen status on my bank account,account_blocked
can you please talk faster,change_speed
please go back to the original settings,reset_settings
could you tell me how to get to the statue of liberty by bus,directions
forget this song and go to the next,next_song
are there shots required before going to south africa,vaccines
is it time for an oil change,oil_change_when
what is the carry-on policy say for flights on delta airlines,carry_on
change your name to something funny,change_ai_name
how to keep credit score high,improve_credit_score
how can i get your attention,what_is_your_name
are you able to tack my package,order_status
can you put a block on my chase account right away,freeze_account
what is a good chili recipe,recipe
for my card is there a extra card while i'm staying in italy,international_fees
will i have to apply for a visa if i want to visit mexico,international_visa
what's the final amount of all the money i need to pay in bills this month,bill_balance
what's my paycheck going to be,income
does my mastercard have any rewards points remaining,rewards_balance
what's the minimum payment for our cc bill,min_payment
name some tourist things to do in chicago,travel_suggestion
is the traffic bad on the way to work,traffic
"i applied for the credit card, have you processed my application",application_status
both maybe,maybe
what experiences does kentucky offer,travel_suggestion
i would like to place an order for more checkbooks to me mailed to me,order_checks
direct deposit information,direct_deposit
absolutely!,yes
add mom's birthday to my calendar on april 12,calendar_update
how many pesos equals 500 dollars,exchange_rate
what is the weather report for seattle,weather
i'd love to order some more checks for my checking account,order_checks
when will my eggs go bad,food_last
i want to know how many vacation days i have,pto_balance
put a freeze on my bank account,freeze_account
what is the total amount that i owe to sony and verizon,bill_balance
has my order been shipped,order_status
i suspect some suspicious activity,report_fraud
are there transaction fees for my visa if i'm in russia,international_fees
how do you convert pounds to kilos,measurement_conversion
can i get an uber for five people to go to the national gallery of art,uber
let randy and travis know where i'm at,share_location
what do i do to jump start my battery,jump_start
how much money did i spend yesterday,spending_history
say something hilarious,tell_joke
take my dinner plans off my calendar for tomorrow,calendar_update
"please cancel what you are doing, i've changed my mind",cancel
is ice cream currently on my shopping list,shopping_list
"change language to french, please",change_language
"i need to get some assistance figuring out how i can rollover my 401k, please",rollover_401k
what do people in sioux falls do for fun,travel_suggestion
what's the number of day's i've taken off,pto_used
how much do i pay in taxes,taxes
when should i change my car oil,oil_change_when
i need to know when was the last time i had my car checked out for a tune up,last_maintenance
when did i take my car to paul's auto last,last_maintenance
what are the recommended shots to get before i travel to south korea,vaccines
i need a hotel booked in denver near the museum from friday to saturday,book_hotel
tell me something funny about people,tell_joke
i need to submit a request for pto for june 12th to june 14th,pto_request
the meaning of life,meaning_of_life
could you please let me apply for a new credit card,new_card
i want my credit score,credit_score
in which place were you made,where_are_you_from
please reserve me a table for 2 pm at maxwell's on the 14th,restaurant_reservation
how many carry ons can i take on a flight with delta to mexico city,carry_on
give me the traffic at lexington,traffic
"i want to set up direct deposit for my paycheck, what do i need to do",direct_deposit
i wanna know the balance of my bank of american account,balance
look into the status of the credit card application i submitted recently for my new card,application_status
how do i convert inches and centimeters,measurement_conversion
"i need the dollar amount due on my verizon bill, please",bill_balance
how much time left to pay my bill,bill_due
how much am i getting paid,income
do people like the food at wendy's,restaurant_reviews
swap my amex pin to 1234,pin_change
check and confirm reservations at ruth chris for carol lee,confirm_reservation
what is the most unique piece of trivia relating to cameras,fun_fact
play a song for me,play_music
tell me what my state taxes are,taxes
how much have i spent eating out this week,spending_history
switch over from female to the male voice,change_accent
look up the time in california,time
the reservation i have isn't needed any more,cancel_reservation
can you find a good steakhouse for tonight,restaurant_suggestion
how does 10 pounds convert to euros,exchange_rate
is it possible to increase my credit limit to $1000,credit_limit_change
how do i say hello in french,translate
i want a bmw suv for march 2 to 6th in dallas,car_rental
please find out how many of my vacation days i have spent,pto_used
i want to know my spending limit,credit_limit
could you freeze my account now,freeze_account
what's the prep time for a garden salad,cook_time
will you tell me my spending limit,credit_limit
what company manufactured you,who_made_you
meaning of life is,meaning_of_life
please make me a reservation for monty's at noon for 55555,restaurant_reservation
please use a male voice when speaking,change_accent
where's a good place to get some grub,restaurant_suggestion
spell out potato,spelling
give me some good restaurants,restaurant_suggestion
i need you to change the pin on my bank of america account to be 1234,pin_change
do you change the oil in your car more than once a year,oil_change_when
do that,yes
what is needed you to cook apple pie,recipe
what do you refer to me as,user_name
how long am i supposed to cook pork loin,cook_time
play the next hit,next_song
please add someday by the strokes to my playlist,update_playlist
how long until i have to replace my tires,tire_change
let me know what subjects you comprehend well,what_can_i_ask_you
where did you live before here,where_are_you_from
give me instructions for changing the oil in a 2015 passat,oil_change_how
please say it again,repeat
please give me my last ten debit card transactions in the month of december,transactions
i am needing you to buy me some shoes,order
get me the apr on my visa card,apr
i desire to apply for a bank of america travel rewards credit card,new_card
roll the dice,roll_dice
has my online order shipped yet,order_status
how long until my mastercard expires,expiration_date
please tell me a really fun fact about facebook,fun_fact
see you in a while,goodbye
how do you spell superficial,spelling
tell me the company that produces you and similar machines,who_made_you
let's use whisper voice,whisper_mode
"ai, please roll the dice",roll_dice
mind sharing a joke,tell_joke
"i want this song put on my ""kids"" playlist",update_playlist
what ingredients do i need for tacos,ingredients_list
please tell me my current gps coordinates,current_location
what hobbies do you like,what_are_your_hobbies
what name would you like me to use,what_is_your_name
can you find me a recipe for honey ham,recipe
how long will the wait be at noon if we went to nagomi,how_busy
what can you call me,user_name
create an alarm for me,alarm
tell me the weather report for tallahassee,weather
what's the expiry month of my card,expiration_date
can you pay the bill now,pay_bill
tell me the limit for credit on my mastercard,credit_limit
"now that i have a new job, i need getting my 401k rolled over",rollover_401k
i've had eggs in the fridge since monday are they safe eat,food_last
how can i cash in rewards on my discover card,redeem_rewards
what is 10 to the 12th power,calculator
what company wrote your code,who_made_you
how is miami time zone like,timezone
tell me when the next day off will be,next_holiday
what day did i change my oil,last_maintenance
who else commands you,who_do_you_work_for
can you explain to me how to get some more checkbooks mailed to me,order_checks
can i use salt instead of baking soda,ingredient_substitution
"what type of insurance plan am i enrolled in, please",insurance
what do you recommend to do in vegas,travel_suggestion
i need the best recipe for mashed potatoes,recipe
how do i know when to pay my gas bill,bill_due
i need help paying my hoa bill,pay_bill
please tell me my current interest rate for my home equity line of credit,interest_rate
i want to to schedule maintenance on my vehicle,schedule_maintenance
get me a hotel room for 3 people from march 12th to 14th in chicago,book_hotel
what kind of things can you answer,what_can_i_ask_you
update on vacation request,pto_request_status
what my fuel tank at,gas
i need an alarm set for 9 am and another for 11 am,alarm
please increase the volume to 4 please,change_volume
i want to switch to direct deposit,direct_deposit
let me know how to get to the starbucks nearby,directions
how long will it take to drive to the kroger in westwood,distance
will you notify me when my new card is on the way,replacement_card_duration
does macedonia have any travel alerts i should be aware of,travel_alert
i would like to apply for a discover card,new_card
what ingredients do i need for philly cheesesteaks,ingredients_list
who do you call your boss,who_do_you_work_for
i need to know the calorie content in a piece of pepperoni pizza,calories
help me find a good reviews hotel in la,book_hotel
tomorrow i would like an alarm for 9 tomorrow,alarm
could i rent a car in seattle from next monday to thursday please,car_rental
is there a surcharge for using my card in mexico,international_fees
i want to see the golden gate bridge and i'm walking on 5th street right now,directions
convert inch to cm,measurement_conversion
will i make it on the gas i have to orlando,gas
i need to know when the next holiday is,next_holiday
thanks for the help!,thank_you
i'd like to know how acommodate is spelled,spelling
can you tell me what things i was trying to remember,reminder
please remove ginger ale from my shopping list and add root beer,shopping_list_update
what about the calories for this chicken salad,calories
can you tell me where to get a w2,w2
what are some hot travel destinations,travel_suggestion
what kinds of questions can i ask you,what_can_i_ask_you
who fabricated you,who_made_you
my car uses what type of fuel,gas_type
what's the nutritional info for a cheeseburger,nutrition_info
tell me where you come from,where_are_you_from
can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,calendar_update
iterate the items on my reminder list,reminder
set a reminder for me to call my brother at 8 pm,reminder_update
my friend steve needs my gps coordinates send them to him,share_location
check my visa account and see if i have enough money for dinner tonight,balance
let me know when should i get my tires changed next,tire_change
tell me the last time i had my car checked out at sam's repair shop,last_maintenance
what am i hearing on the speakers now,what_song
what time is it right now in paris,time
tell me how busy macaroni grill will be around 8 pm,how_busy
what's the balance on my bank account,balance
want 5 minute timer,timer
hell if i know,maybe
tell me what i can find on the shopping list,shopping_list
i need help changing my pin,pin_change
"my card split in half, can i report it",damaged_card
let me know the list of transaction on my first hawaiian bank,transactions
please tell wanda where i am now,share_location
how much gas is in the tank,gas
make a reminder to work out at the gym,reminder_update
please check the status of my mastercard application,application_status
can you schedule a meeting at 10 am tomorrow with john smith,schedule_meeting
"i didn't hear what you just said, can you repeat it",repeat
i'd like to get on a new united healthcare plan,insurance_change
my capital one credit card was stolen,report_lost_card
will i be charged if i use the card in australia,international_fees
is there a meeting room available between one and two,schedule_meeting
can you tell me which timezone is cambodia in,timezone
would you flip a coin,flip_coin
what are the pet types you own,do_you_have_pets
what are the carry-on restrictions for southwest airlines,carry_on
check maps for my location,current_location
how long until delta is at the gate,flight_status
does my errand list have goodwill on it,todo_list
make your preferred language english,change_language
when am i due for an oil change,oil_change_when
how many miles before i need my tires changed,tire_change
how many tablespoons and teaspoons is one cup,measurement_conversion
i want an alarm to go off at 9 am,alarm
i wonder if you can explain the meaning of life,meaning_of_life
how do i schedule car maintenance,schedule_maintenance
please report my stolen card,report_lost_card
do you know where you were born,where_are_you_from
what meetings are on my calendar,meeting_schedule
who brought you up,who_made_you
could you make me a reminder to do the floors,reminder_update
what's a good place to travel to,travel_suggestion
possibly,maybe
i need to know the carry-on restrictions for united airlines,carry_on
are my tires in need of air,tire_pressure
can you reset my pin number,pin_change
put appointment on my calendar for tomorrow,calendar_update
are any shots recommended before going to kenya,vaccines
insurance benefit details,insurance
does my bank of america card have international transaction fees,international_fees
how much do you make,income
can you find me a recipe for quiche,recipe
can i substitute ginger for garlic,ingredient_substitution
tell john and sam where i am,share_location
what is the total amount i pay in taxes,taxes
how many miles per gallon does it get in the city,mpg
please list nearby restaurants with 4 or more star reviews,restaurant_suggestion
i'd like to know what this song is,what_song
i want everything on my shopping list ordered,order
can you find out how much i owe on my bills,bill_balance
i want to hear my rock playlist,play_music
any hobbies,what_are_your_hobbies
what is the temperature in costa mesa,weather
does moes in la except rerservations,accept_reservations
it was nice to catch up with you,goodbye
what does your boss go by,who_do_you_work_for
what does life mean on a deeper level,meaning_of_life
will it snow this weekend,weather
do you have any idea what my name is,user_name
can you tell me how much cash i have,balance
would you like to tell me a joke,tell_joke
i would like to change the pin on my savings account,pin_change
i would like an uber please,uber
how long does it take to get to houston by bus,distance
i need to get my oil change so make an appointment,schedule_maintenance
is it recommended to get any specific shots before i travel to argentina,vaccines
"how do they say ""how's it going"" in swahili",translate
can you tell me how to make a vacation request,pto_request
could you tell me how much i've spent over the past two weeks,spending_history
how much time to reach doctors office,distance
did i remember to add buy flowers to my chore list today,todo_list
what amount will my state taxes be,taxes
did my chase card application go through yet,application_status
what is 2+2,calculator
it is a true,yes
that is true,yes
what is the mpg on this car,mpg
please give me a really impressive piece of trivia about bubble gum,fun_fact
will i pay over $500 in federal taxes,taxes
when will my new card come in the mail,replacement_card_duration
how much paid time off have i used,pto_used
transfer $20000 from my savings account to checking account,transfer
tell me the subjects you're aware of,what_can_i_ask_you
what's my current credit limit,credit_limit
tell me a fun fact about butterflies,fun_fact
i need to know my current gps coordinates,current_location
"on a flight with allegiant to orlando, how many carry ons can i take",carry_on
my card got damaged and i need to report it,damaged_card
i want you to call me lord,change_user_name
can you tell me how to redeem my credit card points,redeem_rewards
how many ts are in tethered,spelling
do you know of any activities in nashville,travel_suggestion
how do i change my oil and choose the right oil,oil_change_how
tell me the meeting schdule please,meeting_schedule
i'd like to refer to you as my house from now on,change_ai_name
i really cannot remember what my pin is for my bank of america checking account,pin_change
has the status of my vacation request changed,pto_request_status
im going to be in paraguay from january 7th until january 10th,travel_notification
tell me what flange means,definition
i have activity on my bank of america card i don't recognize,report_fraud
slow the speech down,change_speed
cant say,maybe
i need to let my bank know i am traveling to chicago,travel_notification
do i need a certain amount of points before i can redeem them,redeem_rewards
how do i arrange a direct deposit into my savings account,direct_deposit
can you tell me why there's a hold on my mutualone account,account_blocked
i want manual on how to change oil,oil_change_how
what's my apr on the card i recently used to make a purchase,apr
i want my credit limit changed,credit_limit_change
put my parents anniversary on the calendar for next week on tuesday,calendar_update
can you tell me what is included in my health benefits,insurance
what's my name saved under,user_name
am i able to redeem my credit card points for an amazon gift card,redeem_rewards
who do i report lost luggage to,lost_luggage
can you remind me of when i last had an oil change,last_maintenance
what is the available balance in savings,balance
can you help me find my w-2,w2
i need to know the number of days off i have taken at this point,pto_used
it was cool talking with you,goodbye
"i would like to report my card as stolen, please",report_lost_card
what timezone is japan in,timezone
do you have access to my phone,sync_device
what's my apr on my discovery card,apr
how bad is traffic at 8 on the way to burger king,traffic
what's my current location,current_location
how many pesos can i get for one dollar,exchange_rate
i need to transfer from this account to that one,transfer
weather,weather
"how can i get new insurance, please",insurance_change
what is the square root of 144,calculator
what time will we arrive at the bank,distance
can you make a reservation at michael's,accept_reservations
how do i get a w2 form and from where,w2
i need to know the interest rate on my bank of america cd account,interest_rate
how would i be able to check my kohls rewards card,rewards_balance
could you role a ten sided die,roll_dice
how can i schedule a meeting,schedule_meeting
i need to locate my phone,find_phone
how much vacation have i already used this year,pto_used
what kind of electrical plugs do they uze in z,plug_type
is it safe to travel to russia,travel_alert
please start using female voice,change_accent
what type of fuel does my car use,gas_type
whats euros kroner in 25,exchange_rate
do you go by any nicknames,what_is_your_name
tell me the conversion between tablespoons and cups,measurement_conversion
what is the length of time i can leave pork in the fridge,food_last
whats the wait time for a replacement card,replacement_card_duration
i need to order more checks for my savings account,order_checks
i want to put you back to original settings,reset_settings
i must learn my routing number,routing
what lowers you credit score,improve_credit_score
what is 1 fifth times 2 fifths,calculator
what are the fees to use my card in nigeria,international_fees
give me the nutritional information for mashed potatoes,nutrition_info
i must order some more checks for my checking account,order_checks
how long will a new card take to come in the mail,replacement_card_duration
"can you tell me my shopping list items, please",shopping_list
where should i travel to next,travel_suggestion
can i get new checks to replace the ones we ran out of,order_checks
when will i be getting my next paycheck,payday
what time do you have on your watch,time
is there an option to speak only in mandarin,change_language
who do you do task for,who_do_you_work_for
can you tell me the date,date
i'm out of paper plates so will you order me some more,order
is it true a hard pull hurts my credit score,improve_credit_score
how is it possible that my account has been frozen,account_blocked
how do i locate my routing number for tax reasons,routing
what does altruism mean,definition
is there someone else you work for,who_do_you_work_for
how many reward points does my discover card have,rewards_balance
what is the meaning of interorganizational,definition
i need some information on a recent transaction,transactions
can you confirm my reservation for 6 pm on the 13th of february,confirm_reservation
what is the temp right now,weather
is there travel alerts for greece,travel_alert
the check engine light is on and i need a mechanic,schedule_maintenance
what timezone is chicago in,timezone
how do i find my credit score,credit_score
can you tell me my password checking account,pin_change
how old are you exactly,how_old_are_you
help me schedule a meeting,schedule_meeting
put the garage lights on,smart_home
i want to know the bill's minimum payment,min_payment
"that'll work, good job!",thank_you
set a new timer for ten seconds,timer
when is my meeting with bob,meeting_schedule
a rental car needs to be booked in nashville,car_rental
i need to know what is on my shopping list,shopping_list
"how long before i get to dallas , in time, not miles",distance
allow my son to see my gps coordinates,share_location
make the temperature 78 in here,smart_home
text matt and tell him i will be late tonight,text
slow down your talking,change_speed
who can i turn to if i lost my luggage,lost_luggage
how soon does my visa card expire,expiration_date
please remove fishing from my calendar for soccer,calendar_update
tell me how handkerchief is spelled,spelling
do you own pets,do_you_have_pets
what would tomorrow's date be,date
is it possible to raise the credit limit for my discover card,credit_limit_change
"how do i find my location, please",current_location
could i use olive oil instead of grape seed oil,ingredient_substitution
how many dollars can i exchange for 25 euros,exchange_rate
do you know where my phone is located now,find_phone
how fast can i get to target in trenton,distance
inform my bank i will be travelling to central africa,travel_notification
i want all the things on the shopping list,order
what is my interest rate payment,interest_rate
"hello, may i get your name",what_is_your_name
halt the process,cancel
can you look up what my shopping list has on it,shopping_list
i need to know what tasks are on my to-do list,todo_list
what is the square root of 5,calculator
