text,intent
i want your name,what_is_your_name
i appreciate it,thank_you
please tell me how many vacation days i currently have,pto_balance
will i be safe while traveling to lyon (will you be safe),travel_alert
"up to this point, how much of my pto have i used",pto_used
what meaning does life hold,meaning_of_life
"i didn't hear, please say it again",repeat
please get my credit score,credit_score
i didn't hear you please repeat,repeat
how many miles until i get to the beach,distance
do you have a list of shots that i need for traveling to denmark,vaccines
will i be able to rent a car in boston from march 2 to march 4,car_rental
what are the reviews like for bar tartine,restaurant_reviews
can you tell me what timezone chicago is in,timezone
who developed your internal code,who_made_you
the name you should call me is janet,change_user_name
i want to book a flight from hawaii to new york on july 8th and returning on july 10th,book_flight
that would be great,yes
please find out the status of my vacation request,pto_request_status
put a hault on my savings account,freeze_account
is love the meaning of life,meaning_of_life
let me see the reminder list please,reminder
when is my card going to expire,expiration_date
who made the ai,who_made_you
what's 12 feet in meters,measurement_conversion
please let me know what my current bank balance is,balance
will i be charged for using my card in japan,international_fees
how many vacation days do i have saved up,pto_balance
make a transfer between accounts,transfer
my shopping list should have carrots on it,shopping_list_update
what mpg does this car get on the expressway,mpg
what's the nearest starbucks,directions
are there shots required before going to south africa,vaccines
thanks for letting me know,thank_you
i can't find my phone,find_phone
how do you make blackberry pie,recipe
nutrition information of mashed potatoes,nutrition_info
can you text elizabeth and tell them i forgot to bring drinks,text
can i call you something else,change_ai_name
will doing this hurt my credit score,improve_credit_score
go ahead and connect to my phone,sync_device
on what day and date of what year were you born,how_old_are_you
please open a call to my mother,change_ai_name
change your language setting to chinese,change_language
how do they say goodbye in hawaii,translate
what's your birthplace,where_are_you_from
do you know when i need to pay my mastercard,bill_due
i need to know when i should replace my tires next if i last replaced them on june 2,tire_change
what are the requirements for carry on on flights with united airlines,carry_on
"how many vacation days do i have saved up, please",pto_balance
i want to learn a neat fact about black holes,fun_fact
i need a quick recipe for spiral ham,recipe
what is the average time to get to walmart in mays landing,distance
i need to find new insurance,insurance_change
is there a list of recommended shots to get before travelling to kenya,vaccines
i need to know how to jump start my car,jump_start
is the beltway backed up in traffic on saturday mornings at 11 am during the cherry festival,traffic
i was at macys trying to buy shoes and my card got declined,card_declined
find my credit score for me,credit_score
i need to get my tires checked out somewhere,schedule_maintenance
who has the tax form that has my wage informaton,w2
do you know how much i owe on my cable bill,bill_balance
"i'm out of cat food, order more",order
what's the least amount i need to pay on the electric bill,min_payment
what plug type should i use in england,plug_type
would please let me know how much i spent on food in january,spending_history
please turn on whisper voice,whisper_mode
would you give jenny a call,make_call
what's the procedure to deal with lost luggage,lost_luggage
what things are there to do in kentucky,travel_suggestion
what do i need to make a vacation request with you,pto_request
what is the time frame to get a new card mailed to me,replacement_card_duration
play hey jude,play_music
how is the word acquaintance spelled,spelling
what is the total number of calories in a bag of potato chips,calories
"when taking a flight with porter to toronto, how many carry ons can i take",carry_on
can you remind me to mop later by putting it on my to do list today,todo_list_update
does jamaica require a visa,international_visa
when is my visa due,bill_due
i need to hear reviews for panda express,restaurant_reviews
i need the cooking length for a turkey,cook_time
what sorts of things do you do to have a good time,what_are_your_hobbies
what pets do you currently own,do_you_have_pets
when do i pay the utilities,bill_due
name the items on my shopping list,shopping_list
what did i spend on groceries this month,spending_history
what is my savings account balance,balance
is there a way i can change the name you use to address me,change_user_name
what's song am i hearing,what_song
call erryn,make_call
make sure the oven is set to 350 please,smart_home
read my appointments for march 2,calendar
could you teach me how to jump start a car,jump_start
any idea where flight dl123 is right now,flight_status
what are the steps for transferring my 401k,rollover_401k
do i need an international visa to go to mexico,international_visa
the sticker on my card is peeling off,damaged_card
can you give the nutritional information for the pasta,nutrition_info
that is not true,no
on what day do i have to pay my nordstrom bill,bill_due
you can call me jeff,change_user_name
does my great western bank account allow me to order more checkbooks,order_checks
list some neat stuff about rats,fun_fact
let me pick your brain what do you think we should do for dinner tonight,meal_suggestion
"hello, are you doing alright",greeting
do you know how many o's are in honor,spelling
tell me my current gps coordinates,current_location
i'd like to confirm that i have a reservation at red robin for josh,confirm_reservation
i need to go now,goodbye
read what i added to the reminder list,reminder
i am going to need you to say that again,repeat
what is the exchange to yen if i have 100 us dollars,exchange_rate
i'm travelling to boston soon and want to inform my bank,travel_notification
could you tell me how much money i spent last week,spending_history
lost luggage on flight america airlines in o'hare,lost_luggage
do i have get an oil change on my todo list,todo_list
tell me how many p's are in apple,spelling
slow the speech down,change_speed
at this location what are my gps coordinates,current_location
is there a carry on weight limit,carry_on
i don't know how to spell theater,spelling
tell me when my visa card will have expired,expiration_date
suggest something for me to make myself for dinner,meal_suggestion
what must i do if i want to adjust my insurance policy,insurance_change
what is the minimum i can pay for my phone bill,min_payment
are there carry-on restrictions for delta,carry_on
what is the credit limit on my discover card,credit_limit
would you track my package,order_status
that is not correct,no
whats up with you,greeting
how do i change my car oil,oil_change_how
do not complete the task that i gave you,cancel
"where are my bags, not here at the airport",lost_luggage
what is the lowest i can pay on my phone bill,min_payment
i must to the female voice,change_accent
what would you like to be called,what_is_your_name
take my shopping list and order all,order
i want to change your name to another name,change_ai_name
i wanna play the song that goes like hey jude don't make it bad,play_music
set to female voice,change_accent
can you tell me if there are any shots that i am required to have before traveling to south africa,vaccines
slow down your talking,change_speed
how many miles per gallon do i get,mpg
place a stop on my bank account,freeze_account
tell me what the word arboreal means,definition
tell me the right kind of gas for this car,gas_type
set an alarm for my meeting and another for my phone call,alarm
could you reset your factory settings please,reset_settings
what is the city mpg for this car,mpg
"how do i reset my pin number for my account, please",pin_change
i need you to add creamer to my shopping list,shopping_list_update
are you a real person or a bot,are_you_a_bot
could you tell me what is the apr for the credit card,apr
what does my shopping list involve,shopping_list
how can i thank somebody in italian,translate
"well, i guess maybe",maybe
i need instructions on how to make shepherd's pie please,recipe
can you help me deal with this fraudulent transaction from verizon on my account,report_fraud
just shut up,cancel
can you tell me if you have any pets,do_you_have_pets
what date does my capital one card expire,expiration_date
what is the aid i get from these health benefits,insurance
am i able to place a pto request for february 20-25,pto_request
share the nutrition info for brownies with me,nutrition_info
send money from one account to another,transfer
i'm in need of checks for bank of america,order_checks
"yes, that's accurate",yes
what do people in sioux falls do for fun,travel_suggestion
your name will be queen,change_ai_name
are you working for someone other than me,who_do_you_work_for
please send a text message to natalie for me,text
the time please,time
please unlink my phone,sync_device
whats the forecast for the weather,weather
what do i do to get cach back for points on my discover card,redeem_rewards
make the lights dimmer please,smart_home
provide assistance by setting an alarm at 8:00 and another for 11:00,alarm
i need to pay my cable bill,pay_bill
will you check there is a reservation for laura at black pearl,confirm_reservation
ai what was the question,repeat
show me where i am,current_location
tell me about something some trivia,fun_fact
how many vacation days have i used so far,pto_used
i want to make a reservation for 8 pm at red robin for 3,restaurant_reservation
can you tell me about the best tourist attractions in sweden,travel_suggestion
please add the immigrant song by led zeppelin to my playlist,update_playlist
increase volume to 4,change_volume
how long am i supposed to cook pork loin,cook_time
"track package, please",order_status
i don't understand why my bank account is frozen right now,account_blocked
give me the date my bill is due,bill_due
what's life's meaning,meaning_of_life
what is my domain name bill,bill_balance
i'd like to know how to spell cemetary,spelling
do i have any meetings scheduled between 3 and 5 pm today,meeting_schedule
book me a hotel room in memphis for 3 people from 3/6 until 3/10,book_hotel
i am thinking of going to brazil and was wondering if that is hazardous,travel_alert
help me to understand the conversion between tablespoons and teaspoons,measurement_conversion
use a male voice now,change_accent
how can i find my phone,find_phone
could you find someone to check out my car because the check engine light is on,schedule_maintenance
misplaced my phone,find_phone
how do i get my paycheck direct deposited to my chase account,direct_deposit
mpg of this car,mpg
let me know if i need an international visa to go to sudan,international_visa
i need a good joke about office parties,tell_joke
where is the closest starbucks,directions
is my apr for my credit card available,apr
it's indeed true,yes
i need your help to pay my gas bill,pay_bill
is traffic heavy on my route to washington,traffic
can you please not talk so fast,change_speed
purchase all the things on my shopping list,order
how much money is the state going to take from me for taxes,taxes
please tell me my current interest rate for my home equity line of credit,interest_rate
can you let me know my credit card's apr,apr
what's the point of sentience,meaning_of_life
i want to to schedule maintenance on my vehicle,schedule_maintenance
what is the due date for my metronorth monthy pass,bill_due
i appreciate the help,thank_you
what travel alerts are there in china,travel_alert
i need an uber that will accommodate eight people to go to the closest amc theater,uber
speak in the language english,change_language
what's my going out to eat tab this month vs last month,spending_history
when did i last have my vehicle serviced,last_maintenance
what do i have on my calendar for february 8,calendar
send $5 from savings to checking,transfer
how can i find out about new insurance,insurance_change
yes i do like that,yes
is my application processed for credit card,application_status
please convert 2 inches into meters for me,measurement_conversion
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",book_hotel
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,book_flight
i want to hear a fun fact about american presidents,fun_fact
suggest food from italy to me,meal_suggestion
could you get me a delta flight from sioux falls to philadelphia for under $400,book_flight
is it healthy to eat pizza,nutrition_info
how much do i have on credit card bill,bill_balance
will an oil change be on my to-do list tomorrow,todo_list
can you tell me the date today,date
why would a hold have been placed on my checking account,account_blocked
when do i need my oil changed,oil_change_when
remove anniversary dinner from my calendar on april 5,calendar_update
i will know later,maybe
what amount of time will pass in order for a person at our location to take bus to detroit,distance
please list my meetings for today,meeting_schedule
tell me what the word die means,definition
are my tires under-inflated,tire_pressure
what kind of gas does my car use,gas_type
i want you to tell me the minimum i can pay on my rent bill,min_payment
i gotta change your name to remy,change_ai_name
it was great to have this conversation with you,goodbye
are you a human,are_you_a_bot
what's the latest joke you've heard,tell_joke
i want you to tell me my credit card's apr,apr
is there any way you can decrease your speaking rate,change_speed
tell me my credit rating,credit_score
how do i jump start my vehicle,jump_start
give me some trivia about lebron james,fun_fact
might i need to get a visa to travel to venezuela,international_visa
schedule family dinner on my calendar on march 8,calendar_update
i need you to track my package,order_status
can you inform me what my apr is on my visa,apr
what time is it in buenos aires,time
i want to schedule somewhere get my tires checked out,schedule_maintenance
do you have different kinds of pets,do_you_have_pets
my interest rate please,interest_rate
can you check to see if my order has been delivered,order_status
what do i have on my need to do list,todo_list
can you tell me the routing number for my chase checking,routing
info on direct deposit set-up,direct_deposit
can you lock all the doors in the house,smart_home
talker faster please,change_speed
"has my credit card application been received, or what is its current status",application_status
make the sound of my speaker greater,change_volume
what is an amazing trivia fact relating to 3d printing,fun_fact
"hi, i'm john",change_user_name
tell me what song this is,what_song
book an appointment for an oil change,schedule_maintenance
"if i replaced my tires on christmas eve, when will i need to replace them again",tire_change
can you block my chase account right away please,freeze_account
change the volume to 4 now please,change_volume
does delta charge for carry ons,carry_on
i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage,lost_luggage
i wanna know what is currently on my calendar for friday the 1st,calendar
can see you see if there are meeting rooms available between 9:00 am and 11:00 am,schedule_meeting
can you read me my list of reminders,reminder
you need to help me find my cellphone,find_phone
communicate trivia about lebron james,fun_fact
help setting up direct deposit,direct_deposit
thank you for the answer,thank_you
are there any new harmful things that could affect my credit score,improve_credit_score
advance to the next song,next_song
what sort of fuel do i need for my car,gas_type
what steps should i take if i want to request vacation,pto_request
tell me who made you,who_made_you
i don't have anymore checks for chase and need some,order_checks
can u play the song that sound like bells going off,play_music
i'm out of paper plates so will you order me some more,order
i must know what the traffic typically like at 3:30 on the route to phoenix,traffic
on the card can you give me the last transactions,transactions
"utilizing an automobile known as a bus, how long will it take to get to detroit",distance
how much pressure is in my car's tire,tire_pressure
please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,restaurant_reservation
please take final exams off my calendar for may 3,calendar_update
what will be the date tomorrow,date
could you let me know what song this is,what_song
what kind of gas does my vehicle take,gas_type
after how long should i change my oil,oil_change_when
how do i get my credit score,credit_score
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,restaurant_reservation
can you give me a hand paying my water bill,pay_bill
"am i speaking with ai or a real, live person",are_you_a_bot
oh sweet thanks,thank_you
that’s not correct,no
i'm called tim,change_user_name
i would like a new insurance plan,insurance_change
i want a pic of how to jump start,jump_start
what's the nutritional value for a pizza lunchable,nutrition_info
set a reminder to go dress shopping,reminder_update
is it possible to get more checkbooks for my wells fargo checkings,order_checks
how is the traffic typically at noon on the route to hospital,traffic
how do i set the alarm,alarm
"when you talk to me, use bob",change_user_name
is doing my laundry already on my todo list,todo_list
play the song after this,next_song
please confirm that opening a new account can decrease your credit score,improve_credit_score
what ingredients do i need to make spaghetti,ingredients_list
does longhorn steakhouse have good reviews,restaurant_reviews
is my paycheck arriving soon,payday
i would like to know how much fat is in tbsp of olive oil,nutrition_info
tell me if you like cats or dogs,do_you_have_pets
forget it,cancel
i need a clear calendar for april 15,calendar_update
whats lifes meaning exactly,meaning_of_life
what is the meaning of altruism,definition
how many psi's are my tires at the moment,tire_pressure
what tasks have i yet to complete off my list,todo_list
what kind of gas mileage do i get,mpg
remind me of the date of my last paycheck,payday
why on earth would a block have been placed on my account,account_blocked
"in one cookie, how many calories would i find",calories
check order number,order_status
is there any good place in hawaii for pasta,restaurant_suggestion
if i cook the pizza at 400 degrees how long must it be in for,cook_time
delete fries from shopping list,shopping_list_update
do i need a tourist visa for europe,international_visa
"the creator of your ai, what is their name",who_made_you
please list ingredients for broccoli cheddar soup,ingredients_list
my luggage was lost on the flight,lost_luggage
delete everything on my to do list,todo_list_update
i'm traveling tony soon and want to inform my bank,travel_notification
can you tell me what time it is please,time
"i missed that last one, please repeat",repeat
tell me the visa card credit limit,credit_limit
how's my gas supply looking,gas
i believe that there is some fraudulent activity on my capital one account,report_fraud
can i use normal flour if i don't have bread flour,ingredient_substitution
when will my aa flight be landing,flight_status
what do i have to pay on my amex that is the minimum,min_payment
i need you to tell me what benefits are included in my insurance,insurance
can you translate cat into russian for me,translate
please change back to initial device settings,reset_settings
"can i get my credit limit increased to $15,000",credit_limit_change
where should i book my next trip,travel_suggestion
tell me where you're made,where_are_you_from
what is there to do in evans,travel_suggestion
please tell me the name you use for me,user_name
restate the last thing you told me,repeat
has the application for my american express been processed yet,application_status
what's the current reward amount on my visa,rewards_balance
has the order that i placed arrived,order_status
i need a good laugh,tell_joke
i think someone stole my card and used it,report_fraud
how many calories are there in a scoop of chocolate ice cream,calories
compare fares for al italia from bucharest to tampa returning before thanksgiving,book_flight
i don't want you to speak any more for now,cancel
put a block on my amalgamated bank account right now,freeze_account
check up on the status of my online order,order_status
can you see if i can get a higher limit on my discovery card,credit_limit_change
i'd like to get an appointment to get my oil changed,schedule_maintenance
my card is unusable because it's damaged,damaged_card
how busy is mc donald at 8 in the morning,how_busy
can you add passionfruit by yaeji to my playlist,update_playlist
how many meters are in 50 feet,measurement_conversion
is that restaurant crowded during dinner,how_busy
set an alarm to work out and another to go home,alarm
does mexico require me to have a visa to travel there,international_visa
has there been any changes in the status of my credit card application,application_status
my card is damaged and no longer function,damaged_card
i would like to apply for a new credit card,new_card
help me find a well reviewed hotel in dallas,book_hotel
please put the meeting with carla on my to do list,todo_list_update
please send my location to haley,share_location
spell the word restaurant for me,spelling
how do i improve my credit score,improve_credit_score
i am needing you to look up roundtrip flights form houston to miami for april 12 and april 15,book_flight
so what do you do at free time,what_are_your_hobbies
how do i get a personal w2 form,w2
i need a hotel room for 4 people in lakewood from monday to wednesday,book_hotel
ran out of tissues and need you to put an order in for more asap,order
thanks a lot,thank_you
inform me what you do for fun in your free time,what_are_your_hobbies
what's the current amount of vacation owed to me,pto_balance
tell me what's on my reminders list please,reminder
change the language you're using to american english,change_language
what is the due date of my at&t bill,bill_due
get me a flight booked from houston to phoenix with american airlines,book_flight
"estimated time to airport from current location, la",distance
i'd like to know what this song is,what_song
how are you,greeting
please find me some good thai restaurants in new york city,restaurant_suggestion
tell me who programmed you,who_made_you
is there an insurance plan for my health,insurance
did i lock the doors,smart_home
can i get vacation day totals i have left,pto_balance
do you know french,change_language
what is thank you in spanish,translate
i need help paying my store bill,pay_bill
i need a replacement phone charger ordered online,order
can i increase my credit limit to 1100 dollars,credit_limit_change
how long does it take pork to cook,cook_time
"are bananas already on the list, if not go ahead and add them",shopping_list_update
do i need a vaccination to go to china,vaccines
where are there current travel alerts,travel_alert
what is on my schedule for tomorrow,calendar
please show my current location to andre,share_location
do i need to apply for a travel visa if i am going to bermuda,international_visa
what's the timezone for boston,timezone
what meetings are on my schedule today,meeting_schedule
what company do you toil for,who_do_you_work_for
do i have any updates about my credit card application,application_status
change the speaker volume to a louder one,change_volume
can you link to my phone,sync_device
how long to reheat chinese food,cook_time
"order some cat for me, i ran out",order
how do i say hello in french,translate
can you tell me what my name is,user_name
what kind of oil should i use for my current car,oil_change_how
i do not know where i am,current_location
where's a good place to go if i want to see mountains,travel_suggestion
las vegas is in what timezone,timezone
what do you feel like doing,greeting
how do i get to the college by bus,directions
tell me how much money i'm earning at my job,income
do me a favor and put sharpies on my list for shopping,shopping_list_update
i would like to put carrots on my list for shopping,shopping_list_update
i need to know the ingredients in a hamburger,ingredients_list
"since i got a new job, i need help with my 401k rollover",rollover_401k
add yosemite to my rap playlist,update_playlist
how do i bake a blackberry pie,recipe
what's the nearest ups store to walmart,directions
get a hold of sue,make_call
will i be charged if i use the card in germany,international_fees
i was on american airlines flight ab123 out of houston and i can't find my luggage,lost_luggage
which timezone is france in,timezone
what amount of pto have i taken,pto_used
i need trip to the zoo on the calendar for june 4,calendar_update
change and set your language setting to english,change_language
have a good one,goodbye
how do i find when my water bill needs to be paid,bill_due
what have i spent lately in child care,spending_history
how many vacation days have i used,pto_used
what car rental choices are there in calgary,car_rental
tell me how to schedule a meeting,schedule_meeting
what's the total vacation days i've gone through,pto_used
can you transfer money from a to b,transfer
give me the traffic at lexington,traffic
go back to the factory settings for this device,reset_settings
please revert all settings to factory default,reset_settings
when will my paycheck be available,payday
god's plan will be my new song added to new playlist,update_playlist
i will need an uber for 2 people to get to philadelphia,uber
i need you to switch to whisper mode,whisper_mode
purchase a flight from slc to columbus on tuesday that returns on friday,book_flight
what's your first name,what_is_your_name
tell me the carry on rules,carry_on
i need to make sure there is a reservation for george at connor oneil's,confirm_reservation
are you feeling okay,greeting
set my alarm for getting up,alarm
what is the eta of my flight,flight_status
how long will the wait time be at the cheese cake factory,how_busy
what's the current reward amount on my mastercard,rewards_balance
i don't understand why there is a hold on my retirement fund account,account_blocked
i'd like to get on a new united healthcare plan,insurance_change
not really,no
change accent to british male,change_accent
when did i last have my vehicle checked on,last_maintenance
tell me the complete spelling of definitely,spelling
can i speak to you in german,change_language
pull up my recent transactions on my mastercard,transactions
what's the transit time on a new card,replacement_card_duration
what is the next song to be played,next_song
is las vegas a safe place to visit,travel_alert
who constructed you,who_made_you
on my card what have been my recent purchases,transactions
maybe either,maybe
is my visa card's apr decent,apr
what is the surcharge for using my card in italy while i visit,international_fees
show me my transactions on clothes at macys,transactions
"disconnect from my phone, please",sync_device
will you help me reserve a rental car for my trip to dallas,car_rental
how long can i go before changing my oil,oil_change_when
are my vaccines up to date for going there,vaccines
create a link with my phone,sync_device
is it acceptable to swap marinara for alfredo,ingredient_substitution
can you help me find a lasagna recipe,recipe
are any shots recommended before going to kenya,vaccines
i dont like my current insurance plan and want a new one,insurance_change
i need to know how much i make at my job,income
is the gang getting together this afternoon,meeting_schedule
tell me five dollars in yen and rubles,exchange_rate
should i increase my credit limitfor cardx,credit_limit_change
is a meeting with ruth on my schedule today,meeting_schedule
either one would work,maybe
how would i raise my credit spending by 250 dollars,credit_limit_change
what's the number of remaining vacation days i have,pto_balance
later gater,goodbye
change your name to something funny,change_ai_name
tel me the credit limit for my credit card,credit_limit
please increase your speaker volume,change_volume
how busy is imanas tei at 7 dinner,how_busy
set a reminder to pick up the kids,reminder_update
what credit limit do i have,credit_limit
how hot will it be tomorrow,weather
what things can you help me with exactly,what_can_i_ask_you
bye for now,goodbye
terminate current process,cancel
"i didnt understand what you just said, can you say it again",repeat
which animals do you have at home,do_you_have_pets
how do you use jumper cables,jump_start
i need to know what time it is in florida,time
i just changed jobs and need help with my 401k rollover,rollover_401k
can you send a text to my mother irene and tell her i love her,text
can you me what they call you,what_is_your_name
how much is my income going to be this month,income
what are the directions to get to olympia by bus,directions
i want my reservation for march 1 at 8 pm confirmed,confirm_reservation
please repeat over what you said,repeat
what to do if luggage lost,lost_luggage
can you tell me how to jump a car,jump_start
when would you recommend i get my oil changed,oil_change_when
during afternoon is there a meeting room to use,schedule_meeting
"i need to order checks, so can i order some new ones",order_checks
i need to report credit card theft,report_lost_card
what is the average wait time at the cheese cake factory,how_busy
how long do i cook the chicken roast,cook_time
please abort the current task,cancel
las vegas timezone please,timezone
we need an uber pool for 2 passengers going to the greenboro airport,uber
how many pto days do i have for the year,pto_balance
what's the routing number for my chase account,routing
before i pay my walmart credit card did i make any purchases using it recently,transactions
"suggest a meal from burma to me, please",meal_suggestion
do i have enough gas in the fuel tank,gas
how do i figure out my intetest rate,interest_rate
i want volume at 4,change_volume
what's my bill for water and electricity,bill_balance
how do i get direct deposit for my paycheck,direct_deposit
should i get a vaccination before i go to katmandu,vaccines
yep,yes
set alarm for 6am,alarm
what do you need to jump a car,jump_start
is there air in my tires,tire_pressure
i need to know how jumping a car works,jump_start
i would like to know the traffic in tempe please,traffic
i wish to pay my cable bill,pay_bill
share my gps coordinates with my mother,share_location
go back the the settings you had originally,reset_settings
reno's timezone is what,timezone
i need to change my oil and have no idea how to do it,oil_change_how
"i ordered for delivery, has is arrived yet",order_status
i am going to travel to mexico soon; do i need to get a visa,international_visa
please let my bank know that i will be in uruguay from january to august,travel_notification
what is the yen worth in terms of the peso,exchange_rate
i must learn my routing number,routing
what's the caloric content if you eat roast beef,calories
how many days till i get a new card to replace the stolen one,replacement_card_duration
try using a different accent,change_accent
when should i replace my tires next if i last replaced them on the 1st,tire_change
so where did you live when you were a baby,where_are_you_from
do i have to pay amex transaction fees in brazil,international_fees
how many pesos equals 500 dollars,exchange_rate
my card broke in half and i need to report this,damaged_card
use your quiet voice,whisper_mode
do they use special outlets in australia,plug_type
what is six divided by 16,calculator
how do i know my insurance benefits,insurance
i would like to share my location with my mom,share_location
hurry up and just erase everything from the todo list,todo_list_update
"hey, anyone seen my w-2",w2
what's the typical lag time in receiving a new credit card when your previous one was lost,replacement_card_duration
do you know the expiration date on my credit card,expiration_date
locate my phone,find_phone
i'm needing to know who made you,who_made_you
"speak more quickly, please",change_speed
will i be allowed to take vacation,pto_request_status
i want to know the carry on policy for aeromexico,carry_on
can you tell me what 30% off 235 is,calculator
tell me about my insurance benefits,insurance
i need an alarm set for 9 am and another for 11 am,alarm
my phone is lost - can you help me find it,find_phone
what must i do to report my card lost,report_lost_card
how many days off have i had this year,pto_used
what's the current psi for my tires,tire_pressure
my next paycheck is available when,payday
"that's enough, don't say anymore please",cancel
tell me my bank of america routing number,routing
remind me of the invoice total for my plumbing bill,bill_balance
do i need to fill my tires,tire_pressure
is changing the water filter on my to do list right now,todo_list
could you role a ten sided die,roll_dice
how can i report fraudulent charges on my card,report_fraud
what food from italy do you suggest,meal_suggestion
when do my tires need some changing,tire_change
when will my application for my credit card be processed,application_status
can you give me an appraisal of my card's apr,apr
can you flip a coin once,flip_coin
set a reminder to go check the mail,reminder_update
i want to use spanish as my language,change_language
"i'm hungry, where should i go",restaurant_suggestion
i'd like to know what is on my shopping list,shopping_list
flip it please,flip_coin
what is the weather report for costa mesa,weather
how many days off did i use so far,pto_used
who is the boss of you,who_do_you_work_for
what do i need to do to rollover my 401k,rollover_401k
say a fun fact about mt everest,fun_fact
what is your native home,where_are_you_from
do i need a vaccination to go to greece,vaccines
how can i change your name,change_ai_name
how i do schedule car maintenance,schedule_maintenance
please tell me your date of birth,how_old_are_you
if i am going to the uk are any specific shots needed,vaccines
who built you,who_made_you
how do you jump a car with a dead battery,jump_start
how long should i spend preparing roast beef,cook_time
can i use sour cream in place of creme fraiche,ingredient_substitution
do i have any meeting to go to today,meeting_schedule
"what day is our next free day, please",next_holiday
post my gps coordinates to my facebook friends,share_location
i'd like a flight from laguardia to orlando on southwest for under $400,book_flight
when is it recommended that i change my tires next,tire_change
please help me book a place to stay in pittsburgh from monday to friday,book_hotel
please pay my bill,pay_bill
is my delta flight on time,flight_status
how much longer until i need an oil change,oil_change_when
set timer for (x) minutes,timer
what timezone is reno in,timezone
i'd like to know who made you,who_made_you
how do i change the oil in my car,oil_change_how
what is life's meaning,meaning_of_life
what is the word on flight dl123,flight_status
can i use flour as a substitute for bread crumbs,ingredient_substitution
at what point balance can i redeem my points,redeem_rewards
can you update me on my last amazon orders,order_status
give me a run down of my meeting schedules for the day,meeting_schedule
change the song to the next one,next_song
blackberry pie instructions,recipe
set alarm for 5pm,alarm
john is my name,change_user_name
what is my wells fargo card's rewards balance,rewards_balance
when's the ac bill due,bill_due
how safe is it to travel to mongolia (how safe is mongolia),travel_alert
how good are the ratings for chez panisse,restaurant_reviews
how many miles per gallon does this car get on the highway,mpg
what are some things you like to do,what_are_your_hobbies
please begin using the whisper voice setting,whisper_mode
do i have enough vacation to take a european trip,pto_balance
can you use the male british accent,change_accent
please connect with my phone,sync_device
can you describe your hobbies to me,what_are_your_hobbies
do you have any good recommendations for swiss cuisine,meal_suggestion
how many dollars can i exchange for 10000 yen,exchange_rate
are there travel alerts for europe,travel_alert
are you able to get my shopping list and order everything on it,order
what is the time in the utc timezone,time
alter the name given to the ai,change_ai_name
what do you think i should prepare for my dinner,meal_suggestion
do i need a visa to scotland,international_visa
erase all items on my todo list,todo_list_update
have i got enough credit card points to get a new tablet device,redeem_rewards
what am i able to ask the ai,what_can_i_ask_you
randomly pick between heads or tails and tell me if tails wins,flip_coin
are there any transaction fees associated with my usaa card if i am in south korea,international_fees
how many miles can i drive before i need to change my tires,tire_change
can you explain to me how i ought to use my credit card points,redeem_rewards
what is our purpose here on earth,meaning_of_life
do you know any fun facts about australian football,fun_fact
i think my account is blocked,account_blocked
how come my card was declined at rosses,card_declined
does acero in maplewood allow reservations,accept_reservations
please find out how many days off i have used by this point,pto_used
can you tell me the best place for cajun shrimp in tampa,restaurant_suggestion
how much is the charge of using my card in italy during my stay there,international_fees
where are your origins located,where_are_you_from
is my day off request still pending,pto_request_status
how many of my vacation days do i have remaining,pto_balance
can you roll a 6 sided dice,roll_dice
when's my flight getting here,flight_status
i wanna apply for a bank of america travel rewards credit card,new_card
how do i report a lost discover credit card,report_lost_card
when do i need you change my oil,oil_change_when
how are things going,greeting
why can't i get into my account,account_blocked
"can you understand me, if i start talking in italian",change_language
turn to whisper mode,whisper_mode
are there any transaction fees associated with my amex card if i am in france,international_fees
"from now on, i want you to answer me using japanese",change_language
where should i travel to next,travel_suggestion
what if you want to obtain a new credit card,new_card
what sorts of things am i able to ask of you ai,what_can_i_ask_you
can i begin calling you dave,change_ai_name
please check and report on my tire pressure,tire_pressure
i wish to know your hobbies,what_are_your_hobbies
i spent a lot on vacations recently,spending_history
will i be able to increase my credit limit to $1000,credit_limit_change
how is the approval of my day off going,pto_request_status
that would be false,no
see if you can schedule a meeting with don southerland tomorrow at noon,schedule_meeting
i need to know what is on my shopping list,shopping_list
find me a flight out of la to chicago on march 3rd for under $500,book_flight
can i get a reservation at champs,accept_reservations
do you know any fun facts about the ocean,fun_fact
i'm lacking vitamins so order me more,order
is there someone i can talk to since i am in the airport waiting for my luggage which never came,lost_luggage
i need to know how long to do a pot roast in a slow cooker,cook_time
can i refer to you as liz,change_ai_name
please increase the volume to 4 please,change_volume
where do you suggest i plan my next vacation,travel_suggestion
what is 78 times 81 minus 5,calculator
give me the 7 day forecast,weather
tell me when my flight will land,flight_status
what is my gas level,gas
i want to know the time,time
are there any meetings i have today,meeting_schedule
add body to my dance playlist,update_playlist
how much is 50 plus 756,calculator
what is my american express card's rewards balance,rewards_balance
book me a hotel in new york near the empire state building from marc 2nd to 4th,book_hotel
how many quarts are in a gallon,measurement_conversion
how can i say i love you in italy,translate
"how do they say ""i love you"" in japanese",translate
