alter your language choice to dutch,107,0.514,27,0.098,135,0.041,69,0.023,39,0.023,9,0.014,53,0.011,130,0.01,50,0.01,97,0.01
turn the volume to 4,20,0.262,81,0.058,27,0.043,114,0.034,1,0.033,50,0.032,56,0.03,11,0.025,69,0.024,39,0.024
i don't know anything about that,90,0.106,147,0.05,97,0.032,32,0.03,71,0.03,69,0.023,150,0.018,74,0.018,75,0.018,128,0.017
can i get a sear's appliance repairman,3,0.148,32,0.118,11,0.1,1,0.066,50,0.052,9,0.039,69,0.032,130,0.032,97,0.031,128,0.028
where were you processed,50,0.147,128,0.121,1,0.049,8,0.044,9,0.04,73,0.032,97,0.025,39,0.024,75,0.021,32,0.018
what is 13 times 57,40,0.118,9,0.067,1,0.039,96,0.034,50,0.031,81,0.031,55,0.03,18,0.03,39,0.026,16,0.021
how much money do i need to spend on bill payments,110,0.185,114,0.076,85,0.065,33,0.058,8,0.056,9,0.05,23,0.04,11,0.034,1,0.025,32,0.021
how much is $1 usd in euros,117,0.369,81,0.187,54,0.027,9,0.023,55,0.022,19,0.019,70,0.018,20,0.017,39,0.016,147,0.012
how much money have a spent in the last week,57,0.248,8,0.122,85,0.037,9,0.036,115,0.025,58,0.024,114,0.023,39,0.023,79,0.017,16,0.016
what are my tax costs,45,0.452,33,0.056,110,0.042,9,0.028,114,0.021,32,0.019,11,0.019,85,0.017,39,0.017,16,0.015
who are some famous living architects,50,0.048,39,0.03,130,0.029,75,0.024,1,0.023,94,0.022,16,0.022,90,0.02,55,0.02,96,0.02
i need to know my bank of america account routing number,121,0.163,16,0.08,9,0.068,11,0.037,32,0.03,130,0.026,39,0.026,1,0.025,55,0.021,3,0.017
is almond milk an acceptable substitute for milk,72,0.208,32,0.118,11,0.057,128,0.046,69,0.035,147,0.023,114,0.022,34,0.022,23,0.021,50,0.021
what makes life have any meaning,16,0.078,123,0.077,114,0.038,50,0.03,55,0.029,23,0.028,69,0.027,13,0.027,32,0.024,97,0.024
how long will it takes to get a new credit card,111,0.457,128,0.052,131,0.044,58,0.036,146,0.029,11,0.019,9,0.018,6,0.015,32,0.014,50,0.013
what's my credit limit on my visa,12,0.151,32,0.056,2,0.054,11,0.05,114,0.047,9,0.039,134,0.032,5,0.026,128,0.025,50,0.023
can you please tell me the interest rate for cash advances on my visa,28,0.18,11,0.152,9,0.087,3,0.042,32,0.035,128,0.023,2,0.022,54,0.021,132,0.021,41,0.02
"i'm going to south africa, so should i get some vaccinations or anything",76,0.114,132,0.089,11,0.084,2,0.066,9,0.064,41,0.064,32,0.053,98,0.021,128,0.019,50,0.018
do you know why my card was declined at target i can't figure out why,71,0.16,9,0.115,32,0.088,8,0.084,11,0.076,87,0.03,39,0.018,147,0.018,90,0.017,114,0.016
tell me what type of gas this car uses,99,0.227,38,0.088,11,0.075,94,0.064,9,0.054,39,0.049,32,0.037,3,0.029,55,0.021,2,0.016
who developed your actions,73,0.124,39,0.049,128,0.04,50,0.031,69,0.027,1,0.025,97,0.023,130,0.021,58,0.018,127,0.018
what you just said is wrong,147,0.449,87,0.047,97,0.04,16,0.037,150,0.022,107,0.022,71,0.02,39,0.019,144,0.017,68,0.015
i cannot recall the pin for my savings account,22,0.117,90,0.052,9,0.042,16,0.042,23,0.035,114,0.032,39,0.032,8,0.026,75,0.025,130,0.025
whats the status of my south west flight,98,0.197,2,0.13,132,0.069,32,0.06,121,0.034,50,0.03,11,0.029,9,0.018,75,0.017,3,0.017
can i use any fuel in my car,32,0.135,11,0.113,128,0.041,9,0.038,97,0.037,99,0.034,3,0.034,94,0.032,69,0.03,38,0.027
i lost my luggage coming from new york city on american flight ab123,93,0.534,98,0.051,9,0.024,2,0.018,132,0.018,50,0.013,41,0.011,130,0.011,148,0.011,80,0.009
do you like appreciate cats or dogs more,11,0.124,32,0.107,108,0.079,9,0.067,3,0.052,69,0.042,23,0.036,90,0.034,114,0.026,10,0.023
who has the tax form that has my wage informaton,45,0.152,49,0.086,11,0.048,39,0.041,9,0.041,50,0.034,110,0.033,1,0.032,114,0.023,32,0.023
can you tell me whether or not you approved my vacation time,32,0.151,58,0.097,11,0.083,2,0.08,9,0.079,3,0.036,128,0.035,50,0.03,132,0.017,120,0.015
will they take reservations at torris,69,0.11,113,0.101,32,0.065,82,0.064,11,0.064,3,0.06,97,0.04,50,0.029,112,0.027,41,0.025
how much do you make an hour,49,0.182,11,0.054,58,0.05,81,0.042,19,0.036,9,0.029,32,0.024,6,0.021,94,0.019,39,0.018
are there activities that you enjoy doing in your free time,10,0.401,58,0.086,11,0.038,9,0.021,23,0.02,90,0.014,39,0.013,94,0.013,130,0.012,50,0.011
how many days milk can be preserved,11,0.045,147,0.04,50,0.037,39,0.034,115,0.034,32,0.033,9,0.033,6,0.027,55,0.024,96,0.024
what is my money market account balance,23,0.192,114,0.06,32,0.059,9,0.059,11,0.033,39,0.029,50,0.028,55,0.022,16,0.02,97,0.017
what's the non-city mpg for this car,94,0.278,9,0.056,11,0.05,32,0.049,41,0.049,38,0.025,50,0.018,39,0.016,99,0.015,55,0.014
what's the most difficult yoga pose to perform,9,0.096,11,0.078,39,0.037,32,0.029,147,0.028,50,0.025,130,0.024,90,0.024,96,0.023,114,0.023
i need you to your volume,20,0.076,11,0.076,32,0.051,97,0.042,16,0.04,18,0.029,114,0.024,129,0.023,81,0.022,61,0.022
speak back to me what's on my reminder list,16,0.104,11,0.044,9,0.044,40,0.041,58,0.039,39,0.037,61,0.035,50,0.027,1,0.027,32,0.021
submit payment to duke energy for my electric bill,110,0.163,33,0.117,8,0.07,1,0.041,121,0.039,11,0.036,97,0.033,39,0.032,114,0.027,50,0.026
tell me my debit card's rewards balance,11,0.13,13,0.11,23,0.07,32,0.07,9,0.069,4,0.051,3,0.047,114,0.032,39,0.022,8,0.021
how long does it take to cook meal of tuscan,77,0.471,58,0.059,66,0.036,9,0.024,39,0.023,11,0.02,6,0.015,147,0.014,50,0.014,1,0.013
will maggianos in charlotte allow me to make a reservation,113,0.15,82,0.08,41,0.079,69,0.061,11,0.06,32,0.04,128,0.037,97,0.035,112,0.032,62,0.026
"i couldn't hear you, can you repeat it",56,0.083,40,0.061,11,0.061,9,0.032,32,0.029,20,0.023,148,0.021,147,0.021,75,0.021,71,0.019
where do you work,127,0.271,75,0.079,9,0.043,128,0.041,26,0.037,49,0.028,50,0.022,39,0.022,97,0.019,55,0.017
what's my map location,75,0.109,9,0.097,11,0.057,32,0.044,41,0.027,55,0.027,16,0.027,39,0.026,2,0.025,129,0.021
what do my vacation days amount to,9,0.091,58,0.047,39,0.037,55,0.034,32,0.031,50,0.031,114,0.03,11,0.023,19,0.021,90,0.021
what events do i have going on on march 11th,115,0.152,32,0.097,78,0.093,24,0.046,9,0.036,11,0.035,50,0.03,18,0.023,120,0.022,58,0.02
what are you capable of answering,9,0.083,11,0.07,32,0.062,39,0.026,42,0.026,16,0.024,50,0.023,3,0.019,147,0.019,69,0.019
i am josh,144,0.043,130,0.041,75,0.037,39,0.036,51,0.035,53,0.027,50,0.023,68,0.021,19,0.021,97,0.02
what day did i last have the oil in my car changed,48,0.27,115,0.08,9,0.064,46,0.053,11,0.043,58,0.041,32,0.041,145,0.025,16,0.023,50,0.019
where is my order now,50,0.282,1,0.09,32,0.036,75,0.035,100,0.03,11,0.029,9,0.026,97,0.025,112,0.025,113,0.021
what's the traffic like to city hall,122,0.165,18,0.127,121,0.054,50,0.038,41,0.037,132,0.036,75,0.027,148,0.025,9,0.023,20,0.021
i need to know the difference between inches and centimeters,16,0.188,9,0.093,81,0.083,11,0.083,55,0.046,97,0.027,148,0.021,1,0.018,69,0.017,107,0.017
please give me the full balance on my water bill,85,0.102,11,0.088,114,0.071,32,0.061,23,0.054,33,0.049,9,0.042,110,0.041,3,0.039,50,0.034
alert my bank and let them know i'm travelling to japan,2,0.166,132,0.058,41,0.056,121,0.044,26,0.041,8,0.037,138,0.037,98,0.035,3,0.027,61,0.027
whats my recent transactions on my card,8,0.384,57,0.329,32,0.036,114,0.026,39,0.017,9,0.015,11,0.009,23,0.008,1,0.008,50,0.007
how high in calories is pork,0,0.407,34,0.167,116,0.058,147,0.025,39,0.023,55,0.021,112,0.016,9,0.013,130,0.01,81,0.009
whats the name of the person who made you,144,0.079,74,0.077,73,0.067,11,0.053,9,0.047,39,0.041,55,0.025,16,0.023,49,0.02,68,0.02
"i would like to hear the reminders that i listed on my things to remember list, please",11,0.196,126,0.094,16,0.082,32,0.051,9,0.051,142,0.048,61,0.039,130,0.018,39,0.018,40,0.014
what can you tell me about miami weather,31,0.236,11,0.128,9,0.097,32,0.084,75,0.028,96,0.017,39,0.016,3,0.014,90,0.012,26,0.012
call an uber and have it pick me up at my present location,75,0.213,41,0.144,116,0.129,3,0.074,2,0.044,11,0.043,121,0.038,1,0.035,50,0.028,130,0.024
what's on my reminder list today,16,0.129,61,0.117,50,0.05,126,0.043,142,0.036,58,0.031,78,0.028,86,0.026,1,0.022,125,0.018
should i have my shots up to date before i travel to the virgin islands,132,0.1,76,0.094,32,0.082,11,0.068,41,0.057,120,0.042,2,0.042,9,0.027,115,0.026,16,0.025
send my brother mike a text that says i'm home,68,0.309,107,0.075,26,0.073,75,0.064,130,0.028,121,0.025,11,0.025,50,0.018,39,0.017,3,0.015
what is the date,115,0.469,9,0.073,55,0.025,50,0.015,16,0.014,58,0.012,144,0.011,32,0.011,68,0.01,78,0.01
how much can i buy on my discover card,12,0.123,11,0.062,131,0.061,114,0.047,32,0.043,8,0.038,50,0.029,9,0.028,128,0.024,5,0.024
what interest rate is bofi giving me on my cd,28,0.232,11,0.076,9,0.053,32,0.052,39,0.033,137,0.02,114,0.015,3,0.014,90,0.014,16,0.014
how long until i get a replacement card,111,0.295,32,0.062,146,0.06,50,0.058,71,0.042,58,0.038,128,0.03,11,0.028,44,0.028,1,0.018
what's the spelling of multimedia,144,0.489,9,0.052,97,0.015,107,0.014,39,0.013,74,0.013,90,0.01,16,0.01,50,0.01,79,0.009
is there a specific way to set up direct deposit,89,0.091,32,0.056,55,0.047,9,0.044,90,0.038,50,0.031,129,0.026,39,0.026,11,0.025,130,0.023
can you trll me where to get my w2,121,0.094,11,0.091,41,0.089,9,0.047,129,0.046,32,0.045,26,0.035,3,0.031,79,0.026,104,0.024
fill me in on the apr for my american express card,109,0.086,11,0.056,32,0.054,128,0.039,9,0.036,16,0.03,61,0.027,8,0.027,41,0.022,50,0.021
could you tell me my bill's minimum payment,11,0.141,32,0.104,33,0.078,9,0.069,3,0.062,110,0.048,19,0.041,85,0.024,114,0.024,8,0.017
cant say,87,0.162,147,0.123,90,0.08,56,0.079,150,0.063,144,0.03,107,0.023,97,0.022,32,0.021,69,0.019
i just put steaks on the grill remind me to check them at the right time,16,0.412,112,0.074,61,0.066,77,0.044,1,0.04,58,0.036,6,0.018,130,0.017,11,0.016,39,0.014
would i need new tires if my last purchase was in may of 2018,115,0.136,103,0.104,9,0.069,32,0.055,90,0.047,44,0.036,3,0.036,11,0.03,57,0.03,50,0.03
how long should i wait to get my new card when my old one was stolen,111,0.496,9,0.063,50,0.045,58,0.043,128,0.034,1,0.032,131,0.03,32,0.026,11,0.02,6,0.014
i am enrolled in what insurance plan,105,0.203,50,0.117,32,0.086,128,0.079,97,0.054,15,0.037,130,0.032,1,0.028,39,0.018,55,0.018
i should use what kind of oil and can you help me change it,129,0.096,9,0.083,11,0.079,46,0.071,69,0.051,48,0.049,32,0.045,1,0.036,50,0.021,130,0.02
my visa card got stolen,146,0.127,130,0.05,50,0.046,132,0.041,128,0.037,71,0.034,147,0.034,8,0.029,2,0.023,39,0.023
so what subjects do you like,10,0.439,11,0.077,9,0.032,32,0.028,69,0.024,39,0.015,94,0.013,97,0.011,90,0.011,130,0.008
how's my gas mileage while driving through a city,94,0.168,38,0.077,99,0.062,2,0.053,9,0.032,32,0.031,132,0.027,11,0.025,41,0.022,75,0.019
look up the calories in an apple,34,0.397,0,0.196,112,0.033,39,0.019,96,0.017,9,0.016,149,0.015,16,0.014,11,0.011,130,0.01
what are the things you can help me with,11,0.193,32,0.071,9,0.058,69,0.02,90,0.019,39,0.015,94,0.015,10,0.013,50,0.013,130,0.013
am i currently connected to wifi,130,0.129,147,0.069,75,0.062,39,0.053,50,0.037,9,0.034,32,0.033,79,0.027,94,0.025,128,0.023
please jump to the song that follows this one,37,0.289,1,0.084,11,0.077,42,0.048,133,0.047,137,0.046,50,0.038,86,0.026,32,0.025,121,0.024
i am going to go ahead and pair this with my new phone,86,0.103,130,0.075,39,0.05,1,0.038,50,0.033,67,0.033,11,0.031,90,0.029,94,0.028,63,0.026
reset to your natural settings,27,0.151,97,0.112,69,0.098,114,0.063,23,0.044,1,0.033,135,0.031,39,0.027,50,0.026,52,0.025
how can i build up my credit score,141,0.265,47,0.137,11,0.102,32,0.045,9,0.042,114,0.024,42,0.017,90,0.012,128,0.012,50,0.011
how many moons does mars have,9,0.087,11,0.074,96,0.038,39,0.031,32,0.028,16,0.025,130,0.024,55,0.024,147,0.023,69,0.023
"thanks for your help, goodbye!",91,0.148,43,0.127,71,0.094,44,0.027,118,0.026,147,0.022,39,0.02,19,0.019,87,0.019,94,0.014
affiliate's definition is what,55,0.065,39,0.043,50,0.033,97,0.029,75,0.028,123,0.022,130,0.022,128,0.019,68,0.017,73,0.016
do you have any idea if central needs reservations,75,0.073,9,0.05,32,0.047,50,0.036,11,0.03,90,0.028,97,0.024,69,0.023,113,0.022,82,0.022
what things can i do in portland,41,0.136,32,0.07,11,0.068,75,0.068,50,0.025,39,0.025,9,0.021,94,0.021,132,0.02,69,0.017
can you tell me who made ai,11,0.143,49,0.096,9,0.065,32,0.063,39,0.023,73,0.022,90,0.02,69,0.02,97,0.016,130,0.016
what types of pets do you keep,108,0.611,11,0.047,32,0.033,9,0.024,39,0.009,50,0.009,55,0.008,97,0.007,130,0.007,90,0.007
timezone of cuba,17,0.193,75,0.064,58,0.038,41,0.031,147,0.029,1,0.026,2,0.026,50,0.026,115,0.02,121,0.019
is it ok to sub sugar for salt,72,0.33,32,0.099,11,0.056,128,0.046,69,0.04,90,0.03,97,0.029,23,0.025,114,0.021,50,0.021
"hey, i just put in my order and i was wondering what the status of it",50,0.168,1,0.095,9,0.069,32,0.04,113,0.039,100,0.027,97,0.018,90,0.017,68,0.015,16,0.014
how much do i have in the bank,114,0.126,9,0.072,11,0.036,50,0.034,39,0.028,32,0.028,23,0.026,49,0.021,1,0.021,3,0.02
where does jelly come from,9,0.088,96,0.05,16,0.045,49,0.041,55,0.036,50,0.029,39,0.028,66,0.027,72,0.027,149,0.027
do i have transaction fees if i use my american card internationally,54,0.364,8,0.15,9,0.035,147,0.023,39,0.021,32,0.021,16,0.02,132,0.018,130,0.014,2,0.014
how do i start my own marketing firm,11,0.165,129,0.083,128,0.057,9,0.052,32,0.049,42,0.039,49,0.038,90,0.031,1,0.019,130,0.017
where were you before,9,0.078,40,0.038,16,0.036,94,0.035,26,0.027,32,0.027,39,0.024,50,0.02,42,0.019,83,0.019
will you charge me if i use my card in japan,54,0.172,11,0.08,8,0.071,9,0.06,41,0.055,32,0.051,39,0.026,2,0.023,132,0.022,75,0.022
add this to my rock playlist,133,0.108,11,0.064,130,0.051,39,0.05,137,0.048,116,0.026,50,0.025,29,0.025,94,0.02,37,0.02
make a list of what materials have been used for spacesuits,11,0.099,55,0.05,86,0.04,16,0.039,9,0.037,1,0.03,39,0.03,3,0.025,130,0.024,50,0.023
i need to update the pin number of my aaa visa,22,0.338,16,0.037,128,0.031,61,0.031,2,0.028,27,0.023,50,0.021,132,0.019,11,0.017,115,0.016
i haven't heard if my application for a credit card has been accepted or not can you check on it for me,32,0.235,128,0.209,11,0.116,9,0.097,50,0.033,8,0.02,3,0.019,71,0.018,90,0.013,147,0.011
"how much is the atm fee for my boa card in orlando, fl",41,0.085,9,0.063,11,0.062,75,0.052,8,0.041,2,0.03,54,0.025,39,0.025,1,0.024,50,0.022
what do you like to do in your spare time,10,0.374,58,0.118,11,0.065,9,0.027,32,0.017,39,0.015,90,0.014,94,0.011,41,0.011,130,0.011
what's my current mpg,94,0.166,32,0.077,2,0.061,81,0.05,38,0.044,9,0.042,95,0.036,11,0.031,99,0.027,50,0.024
"in boston, what are the best pizza places",82,0.256,112,0.151,11,0.072,9,0.065,41,0.056,32,0.04,50,0.029,1,0.027,75,0.023,130,0.012
i have a damaged card that needs replaced because my son dropped it in a blender,146,0.366,111,0.188,8,0.043,11,0.03,9,0.022,71,0.018,75,0.018,32,0.016,50,0.014,39,0.013
is there a reason people exist,97,0.106,123,0.086,1,0.064,16,0.049,73,0.045,50,0.044,55,0.041,69,0.033,32,0.026,39,0.022
what interest rate will regions give me,28,0.327,11,0.114,32,0.061,3,0.056,9,0.034,39,0.019,97,0.014,114,0.013,50,0.011,90,0.011
what methods can i use to improve my credit score,47,0.236,141,0.226,11,0.09,32,0.038,9,0.033,129,0.018,90,0.012,50,0.012,114,0.01,1,0.01
can i change your name to bob,106,0.11,11,0.077,74,0.077,107,0.06,136,0.06,144,0.046,9,0.042,69,0.035,32,0.032,130,0.026
can you tell me what the form is employers are supposed to send you for taxes and where i get it,45,0.252,9,0.158,11,0.143,3,0.035,39,0.02,16,0.018,129,0.016,73,0.016,130,0.013,55,0.011
please use whisper,56,0.261,107,0.124,11,0.073,32,0.047,97,0.035,69,0.026,39,0.021,90,0.016,130,0.016,19,0.012
i would like to know what my income is,32,0.207,11,0.197,49,0.118,9,0.091,127,0.017,130,0.016,55,0.015,90,0.012,97,0.011,69,0.011
how healthy is spaghetti,112,0.153,34,0.124,82,0.037,9,0.036,96,0.029,32,0.027,147,0.025,50,0.025,66,0.025,11,0.023
tell me the right kind of gas for this car,99,0.07,38,0.069,11,0.056,94,0.047,3,0.042,9,0.037,1,0.037,32,0.035,50,0.035,41,0.028
send a text and tell chris i’m not working today,68,0.253,87,0.125,107,0.06,27,0.026,58,0.024,3,0.02,130,0.017,148,0.015,9,0.014,11,0.013
what percentage of my income is taken out for taxes,45,0.278,49,0.12,11,0.051,3,0.045,32,0.036,9,0.034,39,0.023,114,0.021,55,0.017,90,0.017
how should i refer to you,11,0.086,74,0.082,32,0.05,144,0.048,107,0.044,39,0.04,9,0.035,97,0.027,55,0.022,53,0.021
what do you like to do in your free time,10,0.323,58,0.159,11,0.066,9,0.028,32,0.016,23,0.014,39,0.014,41,0.014,90,0.012,130,0.011
everything needs ordered off my list,142,0.193,126,0.078,100,0.07,104,0.052,1,0.045,50,0.039,121,0.033,114,0.022,147,0.021,97,0.02
what company do you toil for,127,0.5,9,0.025,11,0.024,128,0.018,32,0.016,97,0.016,50,0.016,18,0.014,39,0.014,55,0.013
what song is playing right now,133,0.464,137,0.047,11,0.037,32,0.036,50,0.029,9,0.024,37,0.021,39,0.014,1,0.014,29,0.011
what does my personality mean,55,0.142,9,0.085,39,0.037,70,0.037,69,0.031,97,0.028,90,0.023,16,0.022,32,0.017,79,0.016
does this car get good mpg in the city,94,0.261,38,0.068,32,0.049,11,0.032,41,0.032,90,0.028,75,0.027,99,0.025,9,0.025,130,0.023
i need gas what type do i need for this car,99,0.17,38,0.165,11,0.079,32,0.074,9,0.063,94,0.029,50,0.027,128,0.026,3,0.024,1,0.022
do you have any suggested roman recipes,112,0.113,11,0.109,32,0.108,66,0.036,9,0.035,90,0.026,50,0.025,69,0.019,77,0.016,1,0.015
what's my mortgage payment going to be this month,33,0.11,110,0.104,114,0.072,9,0.045,3,0.038,85,0.038,32,0.028,115,0.026,50,0.023,16,0.022
"so, does it take long to get to dodger stadium in anaheim",41,0.105,148,0.082,75,0.045,9,0.043,58,0.039,39,0.036,2,0.028,129,0.022,50,0.021,121,0.02
why did negan return to his jail cell,9,0.063,50,0.062,75,0.053,69,0.048,32,0.04,97,0.035,11,0.031,39,0.03,58,0.03,121,0.029
how old are you exactly,30,0.226,9,0.079,115,0.06,11,0.043,96,0.04,32,0.026,58,0.022,16,0.021,55,0.02,130,0.019
take frozen food off my shopping list,104,0.148,11,0.091,140,0.088,142,0.046,147,0.033,50,0.03,32,0.029,135,0.024,39,0.023,112,0.02
is it going to be much longer until i reach the bank,148,0.143,58,0.094,75,0.061,50,0.047,32,0.036,6,0.026,114,0.025,9,0.022,18,0.021,138,0.019
tell me if i have any spare vacation days,2,0.102,11,0.101,32,0.1,41,0.09,58,0.069,9,0.04,3,0.034,120,0.025,132,0.019,90,0.016
how do i convert four inches into centimeters,81,0.409,148,0.051,9,0.05,11,0.041,70,0.025,75,0.016,114,0.013,39,0.013,20,0.013,32,0.012
can i please get some more checkbooks mailed to me,11,0.141,32,0.102,50,0.068,1,0.046,3,0.04,9,0.04,8,0.037,130,0.027,114,0.023,121,0.021
"i want to eat mediterranean fare with at least four stars, near me",82,0.126,50,0.088,11,0.081,112,0.074,41,0.067,1,0.059,32,0.046,113,0.039,75,0.026,2,0.015
my card was not accepted for buying a computer at best buy,71,0.356,8,0.087,147,0.082,128,0.052,50,0.033,39,0.02,87,0.019,1,0.018,57,0.015,111,0.014
please set the temperature to 70,11,0.132,32,0.07,27,0.053,97,0.05,3,0.036,130,0.035,114,0.029,1,0.029,31,0.028,23,0.027
how can i build credit,11,0.091,141,0.086,32,0.072,9,0.046,114,0.046,128,0.027,12,0.026,13,0.019,4,0.018,97,0.017
are my tires properly inflated with air,32,0.135,59,0.117,11,0.081,103,0.059,50,0.055,100,0.041,9,0.027,2,0.022,97,0.021,132,0.021
"i ran out of bread, order more",1,0.171,50,0.116,112,0.081,11,0.058,3,0.051,104,0.049,100,0.042,121,0.029,8,0.028,69,0.021
are shots required before traveling to china,76,0.082,132,0.082,2,0.07,50,0.032,41,0.032,108,0.03,100,0.028,16,0.028,97,0.025,1,0.021
how long would it take you to die of thirst in the sahara desert,9,0.134,11,0.051,58,0.046,39,0.04,6,0.036,96,0.023,75,0.023,90,0.02,147,0.019,79,0.018
thanks for your help,43,0.319,11,0.043,32,0.033,130,0.018,94,0.016,39,0.015,118,0.013,50,0.013,97,0.013,75,0.013
"forget it, i do not need it anymore",91,0.254,87,0.156,147,0.069,71,0.063,44,0.061,27,0.052,39,0.035,150,0.026,52,0.018,145,0.015
how many days of vacation do i have left,58,0.132,32,0.085,115,0.066,6,0.051,2,0.048,9,0.044,11,0.036,78,0.029,120,0.02,50,0.02
is there an insurance plan for my health,32,0.163,11,0.099,15,0.064,105,0.064,128,0.063,50,0.034,3,0.033,9,0.032,97,0.028,90,0.02
please change your accent,53,0.396,107,0.157,11,0.087,61,0.041,32,0.038,69,0.028,27,0.026,147,0.013,9,0.011,97,0.01
does mexico have any travel alerts i should know about,32,0.107,2,0.1,11,0.056,132,0.044,41,0.044,9,0.033,16,0.031,75,0.029,50,0.022,138,0.018
what kinds of questions can i ask of you,11,0.219,9,0.085,32,0.077,39,0.028,90,0.019,94,0.015,42,0.014,130,0.014,69,0.013,58,0.013
i must get a hotel in phoenix near chase field from january 4th to the 8th,62,0.098,41,0.075,115,0.07,2,0.052,11,0.042,1,0.033,97,0.031,128,0.029,132,0.029,120,0.026
what steps do i need to follow to jump start my car,42,0.284,9,0.093,1,0.075,11,0.045,39,0.023,50,0.022,41,0.021,129,0.02,55,0.019,58,0.018
can i get a credit limit raise on my credit card,5,0.156,32,0.146,11,0.123,12,0.103,9,0.058,90,0.037,3,0.036,128,0.035,130,0.023,50,0.011
my luggage was on delta flight abc123 out of houston and now i can’t find it,93,0.674,9,0.029,98,0.019,132,0.017,75,0.009,2,0.009,50,0.008,121,0.008,90,0.008,86,0.007
heard any good jokes,147,0.068,11,0.053,96,0.039,32,0.033,130,0.029,94,0.026,50,0.026,39,0.019,90,0.019,69,0.018
do sets of 25 set-ups each morning til you have completed your goal,1,0.112,86,0.075,25,0.07,50,0.048,40,0.046,58,0.044,6,0.029,39,0.026,27,0.026,16,0.021
i need the new due date for my pgw gas bill,38,0.146,33,0.088,115,0.057,11,0.054,16,0.053,32,0.048,99,0.045,1,0.038,61,0.038,114,0.032
inform me what you do for fun in your free time,10,0.304,11,0.117,58,0.11,32,0.052,9,0.033,130,0.014,39,0.013,90,0.013,23,0.011,26,0.01
how many vacation days are remaining on my time,58,0.109,6,0.065,32,0.046,78,0.035,114,0.034,9,0.033,23,0.032,115,0.029,11,0.027,120,0.026
i am asking you to add this song to my country music playlist,11,0.211,9,0.171,32,0.102,133,0.056,137,0.044,130,0.031,39,0.021,50,0.015,121,0.014,29,0.013
what name do you know me by,74,0.324,11,0.104,9,0.066,32,0.06,144,0.025,39,0.021,97,0.015,94,0.014,3,0.012,55,0.012
are you able to track a phone,32,0.155,11,0.106,63,0.056,9,0.051,130,0.045,147,0.029,39,0.027,75,0.026,90,0.021,55,0.018
what is that song called,133,0.263,9,0.084,137,0.032,55,0.029,11,0.019,96,0.019,39,0.019,97,0.018,90,0.018,144,0.017
should i use premium gas with this car,99,0.092,38,0.084,3,0.061,94,0.054,11,0.047,32,0.046,9,0.03,39,0.026,50,0.023,41,0.022
what is your country of origin,83,0.299,11,0.092,32,0.057,9,0.054,55,0.028,97,0.027,26,0.024,69,0.022,39,0.019,16,0.017
what will the weather be like,31,0.418,32,0.026,9,0.026,39,0.02,11,0.018,132,0.014,69,0.013,94,0.013,97,0.013,90,0.012
where is the nearest movie theater to time' square,148,0.084,9,0.064,41,0.048,75,0.048,121,0.033,58,0.028,39,0.027,50,0.025,94,0.023,16,0.022
can you please lower the volume please,11,0.151,20,0.13,32,0.111,69,0.081,18,0.038,9,0.029,114,0.025,56,0.025,39,0.021,23,0.018
add this song to my dinner playlist,137,0.087,133,0.084,11,0.048,112,0.044,130,0.037,39,0.034,29,0.026,32,0.022,77,0.021,50,0.02
i have old model car,115,0.373,39,0.047,130,0.043,50,0.037,58,0.034,44,0.023,147,0.021,94,0.02,90,0.016,57,0.015
at the moment what is the time,58,0.236,9,0.053,6,0.046,32,0.042,75,0.037,11,0.032,39,0.029,55,0.028,50,0.025,18,0.023
how do i get rid of blocked nose at home,11,0.116,32,0.078,9,0.074,121,0.055,14,0.034,50,0.03,75,0.023,1,0.022,39,0.02,114,0.017
what timezone is phoenix in,17,0.172,75,0.065,9,0.043,98,0.033,41,0.033,144,0.031,58,0.028,96,0.025,32,0.02,55,0.019
what all is in gumbo,112,0.168,82,0.061,66,0.059,149,0.046,50,0.041,39,0.035,9,0.026,77,0.022,1,0.021,55,0.021
ai how are you doing today,32,0.071,50,0.054,128,0.052,118,0.047,75,0.029,9,0.025,11,0.021,94,0.021,105,0.019,86,0.018
please find the date of my last oil change,115,0.229,145,0.125,48,0.077,11,0.073,9,0.044,16,0.044,32,0.027,61,0.023,46,0.017,78,0.015
i need to make a reservation for 8 pm at red robin for 3,113,0.236,97,0.067,69,0.062,82,0.061,1,0.041,115,0.04,58,0.038,50,0.035,112,0.029,11,0.024
i need to know where to get w2,129,0.111,41,0.079,11,0.04,16,0.036,9,0.036,121,0.034,132,0.032,104,0.029,32,0.024,79,0.021
what kind of electrical outlet does that country use,65,0.187,9,0.069,39,0.055,11,0.054,32,0.047,55,0.038,50,0.026,1,0.026,90,0.017,97,0.017
i need your help to jump start this car battery,42,0.272,11,0.148,9,0.13,32,0.045,75,0.02,58,0.019,39,0.019,50,0.018,130,0.016,90,0.014
try it with a male voice,39,0.057,107,0.05,53,0.044,130,0.036,69,0.032,11,0.032,20,0.031,56,0.026,90,0.025,9,0.023
ai how are you doing on this fine day,118,0.063,32,0.054,50,0.034,75,0.031,68,0.026,94,0.025,128,0.024,9,0.024,11,0.024,58,0.019
reserve a table for 4 at red robin under the name kevin at 7,113,0.234,97,0.099,69,0.097,82,0.089,112,0.045,50,0.031,1,0.028,11,0.024,121,0.014,39,0.014
